ori,des,free_flow_time,,,,,
6711,84,0.21,,,,,
6711,6692,0.43,,,,,
6711,6710,0.57,,,,,
6711,29236,0.08,,,,,
6711,30106,0.05,,,,,
6712,23026,0.25,,,,,
6712,23028,0.2,,,,,
6713,28526,0.07,,,,,
6713,29239,0.06,,,,,
6713,30109,0.08,,,,,
6714,410,0.14,,,,,
6714,6688,0.19,,,,,
6714,27591,0.14,,,,,
6715,30110,0.07,,,,,
6715,30111,0.13,,,,,
6716,82,0.11,,,,,
6716,30097,0.07,,,,,
6716,30106,0.07,,,,,
6717,15715,0.2,,,,,
6717,15716,0.37,,,,,
6717,15730,0.11,,,,,
6717,29018,0.05,,,,,
6718,15715,0.17,,,,,
6718,15718,0.08,,,,,
6719,6684,0.22,,,,,
6719,6737,0.19,,,,,
6720,6667,0.39,,,,,
6720,6719,0.41,,,,,
6721,6723,0.39,,,,,
6721,6744,0.67,,,,,
6721,29217,0.48,,,,,
6722,6723,0.26,,,,,
6722,6726,1.2,,,,,
6723,6623,1.03,,,,,
6723,6721,0.39,,,,,
6723,6722,0.26,,,,,
6723,6829,0.45,,,,,
6724,29243,0.09,,,,,
6724,29885,0.05,,,,,
6725,29234,0.06,,,,,
6725,29919,0.11,,,,,
6726,2689,0.53,,,,,
6726,6722,1.2,,,,,
6726,6736,0.28,,,,,
6727,6710,0.11,,,,,
6727,6729,0.09,,,,,
6728,183,0.05,,,,,
6728,29246,0.06,,,,,
6728,30116,0.14,,,,,
6729,6730,0.14,,,,,
6730,6764,0.25,,,,,
6731,6653,0.5,,,,,
6731,10881,0.23,,,,,
6731,11100,0.23,,,,,
6731,11132,0.3,,,,,
6732,25353,0.17,,,,,
6732,28259,0.14,,,,,
6733,344,0.06,,,,,
6733,29221,0.07,,,,,
6733,29247,0.2,,,,,
6733,29248,0.11,,,,,
6734,6685,0.07,,,,,
6734,6767,0.29,,,,,
6734,29249,0.08,,,,,
6735,29250,0.15,,,,,
6735,30120,0.09,,,,,
6736,6726,0.28,,,,,
6736,6737,0.15,,,,,
6736,29047,0.19,,,,,
6737,6719,0.19,,,,,
6737,6736,0.15,,,,,
6737,6787,0.19,,,,,
6738,393,0.15,,,,,
6738,6694,0.09,,,,,
6738,6750,0.11,,,,,
6739,6727,0.13,,,,,
6739,6749,0.2,,,,,
6739,6758,0.3,,,,,
6740,84,0.08,,,,,
6740,6739,0.08,,,,,
6740,29252,0.1,,,,,
6741,29236,0.08,,,,,
6741,29253,0.08,,,,,
6741,29254,0.05,,,,,
6742,6743,0.28,,,,,
6742,27590,0.1,,,,,
6742,27591,0.03,,,,,
6743,409,0.14,,,,,
6743,6742,0.28,,,,,
6743,27592,0.18,,,,,
6743,29255,0.18,,,,,
6743,31125,0.09,,,,,
6744,6703,0.15,,,,,
6744,6721,0.67,,,,,
6744,6773,0.26,,,,,
6745,23094,0.27,,,,,
6745,23098,0.17,,,,,
6746,23092,0.02,,,,,
6746,23093,0.03,,,,,
6746,23094,0.13,,,,,
6747,29233,0.08,,,,,
6747,29256,0.08,,,,,
6747,30127,0.12,,,,,
6748,6803,0.13,,,,,
6748,16024,0.13,,,,,
6748,16025,0.24,,,,,
6749,6764,0.36,,,,,
6750,397,0.16,,,,,
6750,6738,0.11,,,,,
6750,6766,0.13,,,,,
6750,27735,0.12,,,,,
6750,29257,0.1,,,,,
6751,6784,0.05,,,,,
6751,11104,0.22,,,,,
6751,32700,0.17,,,,,
6752,6676,0.38,,,,,
6752,6813,0.32,,,,,
6752,11110,0.08,,,,,
6752,11111,0.08,,,,,
6753,27506,0.1,,,,,
6753,30131,0.03,,,,,
6754,25124,0.05,,,,,
6754,25125,0.08,,,,,
6754,25126,0.23,,,,,
6755,11105,0.29,,,,,
6755,11106,0.1,,,,,
6755,11122,0.21,,,,,
6756,15729,0.07,,,,,
6756,16015,0.09,,,,,
6756,30330,0.08,,,,,
6757,27503,0.12,,,,,
6757,27597,0.07,,,,,
6757,29239,0.07,,,,,
6758,29259,0.11,,,,,
6758,30135,0.11,,,,,
6759,6749,0.16,,,,,
6759,6758,0.08,,,,,
6760,88,0.14,,,,,
6760,28546,0.1,,,,,
6760,29252,0.11,,,,,
6760,30136,0.19,,,,,
6761,8733,0.56,,,,,
6761,8787,0.24,,,,,
6761,11265,0.22,,,,,
6761,11268,0.22,,,,,
6762,637,0.2,,,,,
6762,8865,0.19,,,,,
6762,8866,0.11,,,,,
6762,11281,0.11,,,,,
6763,627,0.16,,,,,
6763,8731,0.32,,,,,
6763,11242,0.11,,,,,
6763,11268,0.07,,,,,
6764,6928,1.05,,,,,
6765,357,0.27,,,,,
6765,384,0.27,,,,,
6765,6810,0.32,,,,,
6765,27513,0.14,,,,,
6765,29248,0.12,,,,,
6765,30002,0.05,,,,,
6765,30137,0.08,,,,,
6766,384,0.24,,,,,
6766,394,0.21,,,,,
6766,6750,0.13,,,,,
6766,27513,0.15,,,,,
6767,6734,0.29,,,,,
6767,6768,0.25,,,,,
6767,32467,0.33,,,,,
6768,2610,0.43,,,,,
6768,6767,0.25,,,,,
6768,31799,0.33,,,,,
6769,88,0.13,,,,,
6769,6788,0.18,,,,,
6769,28548,0.04,,,,,
6769,29253,0.09,,,,,
6770,53,0.08,,,,,
6770,6759,0.15,,,,,
6770,28513,0.13,,,,,
6770,29969,0.11,,,,,
6770,30136,0.18,,,,,
6771,27579,0.05,,,,,
6771,30138,0.07,,,,,
6772,30140,0.08,,,,,
6772,30142,0.06,,,,,
6773,6704,0.39,,,,,
6773,6744,0.26,,,,,
6773,23046,0.09,,,,,
6774,6696,0.96,,,,,
6775,6758,0.28,,,,,
6775,6774,0.05,,,,,
6776,28551,0.04,,,,,
6776,30143,0.05,,,,,
6777,353,0.15,,,,,
6777,28164,0.07,,,,,
6777,29261,0.06,,,,,
6777,30144,0.13,,,,,
6778,6795,0.38,,,,,
6778,15726,0.06,,,,,
6778,23026,0.02,,,,,
6778,31799,0.18,,,,,
6779,246,0.09,,,,,
6779,29262,0.07,,,,,
6779,30145,0.07,,,,,
6780,6805,0.18,,,,,
6780,27593,0.25,,,,,
6780,29264,0.17,,,,,
6781,27574,0.1,,,,,
6781,27597,0.07,,,,,
6782,6857,0.71,,,,,
6782,10217,0.04,,,,,
6782,10218,0.19,,,,,
6783,917,1.25,,,,,
6783,6477,2.61,,,,,
6783,10221,0.38,,,,,
6783,10228,0.14,,,,,
6784,6751,0.05,,,,,
6784,11102,0.12,,,,,
6784,11129,0.36,,,,,
6785,28153,0.08,,,,,
6785,29269,0.09,,,,,
6785,30492,0.03,,,,,
6786,6937,0.31,,,,,
6787,6786,0.12,,,,,
6787,6800,0.2,,,,,
6788,91,0.08,,,,,
6788,6769,0.18,,,,,
6788,28553,0.1,,,,,
6789,6775,0.16,,,,,
6790,6811,0.1,,,,,
6791,10816,0.06,,,,,
6791,10848,0.13,,,,,
6791,10851,0.19,,,,,
6791,10885,0.22,,,,,
6792,29260,0.09,,,,,
6793,8786,0.29,,,,,
6793,11244,0.09,,,,,
6793,11252,0.21,,,,,
6794,653,0.34,,,,,
6794,8790,0.86,,,,,
6794,11250,0.05,,,,,
6794,11251,0.05,,,,,
6794,11252,0.04,,,,,
6795,6778,0.38,,,,,
6795,23023,0.27,,,,,
6795,23027,0.04,,,,,
6795,32468,0.23,,,,,
6796,257,0.19,,,,,
6796,27578,0.21,,,,,
6796,27598,0.08,,,,,
6796,30148,0.14,,,,,
6797,15735,0.15,,,,,
6797,16012,0.05,,,,,
6797,16025,0.04,,,,,
6797,30331,0.12,,,,,
6798,6774,1.03,,,,,
6798,6789,0.85,,,,,
6798,6790,0.95,,,,,
6799,8733,0.3,,,,,
6799,11243,0.11,,,,,
6799,11244,0.05,,,,,
6799,11253,0.11,,,,,
6800,23022,0.04,,,,,
6800,23023,0.49,,,,,
6801,28152,0.14,,,,,
6801,30149,0.15,,,,,
6801,30495,0.05,,,,,
6802,8867,0.14,,,,,
6802,28183,0.07,,,,,
6803,6826,0.08,,,,,
6803,15733,0.23,,,,,
6803,16014,0.08,,,,,
6804,6863,0.1,,,,,
6804,15734,0.06,,,,,
6804,29272,0.09,,,,,
6804,30332,0.15,,,,,
6805,384,0.29,,,,,
6805,6766,0.46,,,,,
6805,6780,0.18,,,,,
6805,27514,0.05,,,,,
6806,247,0.08,,,,,
6806,253,0.18,,,,,
6806,28558,0.18,,,,,
6806,29273,0.13,,,,,
6806,30151,0.1,,,,,
6807,23067,0.08,,,,,
6807,23084,0.28,,,,,
6807,23088,0.13,,,,,
6808,6682,0.41,,,,,
6808,6847,0.21,,,,,
6808,7843,0.44,,,,,
6809,10882,0.1,,,,,
6809,11132,0.15,,,,,
6809,11134,0.13,,,,,
6810,357,0.27,,,,,
6810,385,0.16,,,,,
6810,6765,0.32,,,,,
6810,29276,0.18,,,,,
6810,30152,0.07,,,,,
6810,30968,0.08,,,,,
6811,6978,0.44,,,,,
6812,484,0.24,,,,,
6812,11266,0.19,,,,,
6812,11280,0.04,,,,,
6812,30969,0.05,,,,,
6813,6752,0.32,,,,,
6813,11114,0.18,,,,,
6813,11121,0.08,,,,,
6814,6708,0.51,,,,,
6814,6894,0.14,,,,,
6814,11115,0.05,,,,,
6815,2618,0.29,,,,,
6815,6865,0.31,,,,,
6815,15733,0.07,,,,,
6815,29249,0.44,,,,,
6815,32466,0.16,,,,,
6816,27562,0.05,,,,,
6816,28553,0.1,,,,,
6816,30153,0.1,,,,,
6817,27562,0.04,,,,,
6817,28174,0.06,,,,,
6818,363,0.14,,,,,
6818,28167,0.18,,,,,
6818,30156,0.14,,,,,
6819,6821,0.06,,,,,
6819,30157,0.07,,,,,
6819,30158,0.11,,,,,
6820,27560,0.06,,,,,
6820,28254,0.14,,,,,
6820,30159,0.03,,,,,
6821,56,0.08,,,,,
6821,6819,0.06,,,,,
6821,29961,0.03,,,,,
6821,29969,0.17,,,,,
6822,6871,0.31,,,,,
6822,15723,0.3,,,,,
6822,32466,0.14,,,,,
6822,32467,0.08,,,,,
6823,11116,0.12,,,,,
6823,11119,0.13,,,,,
6823,11121,0.23,,,,,
6824,7858,0.15,,,,,
6824,11108,0.14,,,,,
6824,11109,0.11,,,,,
6825,6844,0.16,,,,,
6826,30970,0.04,,,,,
6827,350,0.15,,,,,
6827,30161,0.07,,,,,
6827,30163,0.05,,,,,
6828,6859,0.14,,,,,
6828,8867,0.1,,,,,
6828,30972,0.2,,,,,
6829,6723,0.45,,,,,
6829,23058,0.17,,,,,
6829,23059,0.07,,,,,
6830,23049,0.04,,,,,
6830,23056,0.27,,,,,
6830,23075,0.03,,,,,
6830,23077,0.08,,,,,
6831,29284,0.09,,,,,
6831,30164,0.06,,,,,
6831,30165,0.17,,,,,
6832,15724,0.06,,,,,
6832,15725,0.07,,,,,
6832,23025,0.23,,,,,
6832,29044,0.14,,,,,
6833,30166,0.06,,,,,
6834,465,0.07,,,,,
6834,30971,0.05,,,,,
6835,6836,0.11,,,,,
6835,11306,0.11,,,,,
6836,464,0.19,,,,,
6836,6835,0.11,,,,,
6836,6850,0.3,,,,,
6836,28520,0.17,,,,,
6837,29284,0.11,,,,,
6837,29286,0.06,,,,,
6837,29904,0.09,,,,,
6838,29291,0.12,,,,,
6839,6840,0.18,,,,,
6839,6855,0.18,,,,,
6839,29070,0.2,,,,,
6840,6849,0.14,,,,,
6840,31126,0.06,,,,,
6841,389,0.25,,,,,
6841,29275,0.11,,,,,
6841,29292,0.2,,,,,
6841,29293,0.07,,,,,
6842,30173,0.08,,,,,
6843,29061,0.06,,,,,
6843,30179,0.06,,,,,
6843,30181,0.05,,,,,
6844,30332,0.14,,,,,
6844,30973,0.07,,,,,
6845,6846,0.57,,,,,
6845,6857,0.61,,,,,
6845,10352,0.05,,,,,
6846,6845,0.57,,,,,
6846,10354,0.28,,,,,
6847,6808,0.21,,,,,
6847,10359,0.69,,,,,
6848,27584,0.13,,,,,
6848,29279,0.09,,,,,
6849,6840,0.14,,,,,
6849,6855,0.15,,,,,
6849,27595,0.12,,,,,
6850,396,0.12,,,,,
6850,6836,0.3,,,,,
6850,11290,0.62,,,,,
6850,30974,0.1,,,,,
6851,94,0.09,,,,,
6851,27538,0.05,,,,,
6851,27561,0.14,,,,,
6851,30183,0.06,,,,,
6852,27746,0.06,,,,,
6852,30178,0.08,,,,,
6853,360,0.22,,,,,
6853,29298,0.29,,,,,
6853,29302,0.07,,,,,
6854,6865,0.38,,,,,
6854,6877,0.05,,,,,
6854,30334,0.18,,,,,
6855,6839,0.18,,,,,
6855,6849,0.15,,,,,
6855,6898,0.35,,,,,
6855,27596,0.05,,,,,
6855,32704,0.03,,,,,
6856,165,0.08,,,,,
6856,29087,0.08,,,,,
6856,29297,0.17,,,,,
6856,29709,0.05,,,,,
6856,29711,0.08,,,,,
6856,30189,0.11,,,,,
6857,6782,0.71,,,,,
6857,6845,0.61,,,,,
6858,29301,0.11,,,,,
6858,29306,0.13,,,,,
6859,6828,0.14,,,,,
6859,8869,0.11,,,,,
6860,2605,0.45,,,,,
6860,6973,0.53,,,,,
6860,23024,0.11,,,,,
6860,23025,0.07,,,,,
6860,32468,0.09,,,,,
6861,23056,0.24,,,,,
6861,23057,0.14,,,,,
6862,390,0.18,,,,,
6862,27582,0.1,,,,,
6862,27596,0.27,,,,,
6862,29293,0.06,,,,,
6862,30190,0.07,,,,,
6863,6804,0.1,,,,,
6863,6873,0.04,,,,,
6863,6881,0.1,,,,,
6864,29285,0.12,,,,,
6864,30191,0.06,,,,,
6865,6815,0.31,,,,,
6865,6854,0.38,,,,,
6865,32465,0.2,,,,,
6866,27580,0.08,,,,,
6866,27581,0.09,,,,,
6866,29299,0.06,,,,,
6866,30192,0.13,,,,,
6867,330,0.34,,,,,
6867,27587,0.07,,,,,
6867,29309,0.16,,,,,
6867,31549,0.31,,,,,
6868,29051,0.1,,,,,
6868,29052,0.09,,,,,
6868,29310,0.06,,,,,
6869,29311,0.07,,,,,
6869,30193,0.12,,,,,
6870,29987,0.08,,,,,
6871,6822,0.31,,,,,
6871,32465,0.18,,,,,
6872,29286,0.07,,,,,
6872,30196,0.06,,,,,
6872,30197,0.07,,,,,
6872,31549,0.02,,,,,
6873,6875,0.18,,,,,
6874,6804,0.24,,,,,
6874,6873,0.13,,,,,
6875,2628,0.29,,,,,
6875,6900,0.07,,,,,
6875,30335,0.07,,,,,
6876,27509,0.14,,,,,
6877,6875,0.23,,,,,
6877,6892,0.27,,,,,
6878,298,0.22,,,,,
6878,6888,0.1,,,,,
6878,27572,0.16,,,,,
6878,29307,0.07,,,,,
6879,23024,0.21,,,,,
6879,31541,0.1,,,,,
6880,377,0.14,,,,,
6880,6899,0.17,,,,,
6880,27583,0.04,,,,,
6880,29940,0.38,,,,,
6881,6863,0.1,,,,,
6881,6895,0.02,,,,,
6882,27541,0.05,,,,,
6882,27543,0.1,,,,,
6882,29313,0.08,,,,,
6882,30336,0.09,,,,,
6883,15997,0.05,,,,,
6883,15998,0.06,,,,,
6884,28531,0.04,,,,,
6885,3249,0.17,,,,,
6885,6886,0.05,,,,,
6885,15976,0.09,,,,,
6885,23033,0.05,,,,,
6885,31540,0.13,,,,,
6886,6885,0.05,,,,,
6886,6938,0.48,,,,,
6886,31541,0.06,,,,,
6887,27510,0.05,,,,,
6887,29317,0.09,,,,,
6887,30199,0.05,,,,,
6888,6878,0.1,,,,,
6888,28178,0.26,,,,,
6888,29316,0.08,,,,,
6889,2598,0.59,,,,,
6889,15975,0.2,,,,,
6889,23032,0.11,,,,,
6889,23033,0.17,,,,,
6890,6874,0.1,,,,,
6890,6891,0.32,,,,,
6891,6892,0.35,,,,,
6892,6953,0.2,,,,,
6893,6891,0.19,,,,,
6894,6814,0.14,,,,,
6894,11126,0.11,,,,,
6894,11127,0.12,,,,,
6895,6939,0.17,,,,,
6896,29087,0.08,,,,,
6896,29318,0.08,,,,,
6896,30201,0.08,,,,,
6896,30202,0.07,,,,,
6897,6895,0.36,,,,,
6897,6916,0.84,,,,,
6898,6855,0.35,,,,,
6898,6899,0.07,,,,,
6899,6880,0.17,,,,,
6899,6898,0.07,,,,,
6899,28518,0.03,,,,,
6899,29946,0.06,,,,,
6900,6906,0.03,,,,,
6900,6923,0.4,,,,,
6901,2682,1,,,,,
6901,15954,0.07,,,,,
6901,15965,0.04,,,,,
6901,32477,0.1,,,,,
6902,29320,0.09,,,,,
6902,29321,0.2,,,,,
6902,30042,0.15,,,,,
6902,30204,0.06,,,,,
6903,29322,0.11,,,,,
6903,29323,0.1,,,,,
6903,30205,0.09,,,,,
6903,30206,0.07,,,,,
6904,6948,0.04,,,,,
6904,29326,0.1,,,,,
6904,30207,0.16,,,,,
6904,30975,0.05,,,,,
6905,6964,0.89,,,,,
6906,6917,0.08,,,,,
6906,6918,0.31,,,,,
6906,6930,0.35,,,,,
6907,6883,0.03,,,,,
6907,6890,0.05,,,,,
6908,28914,0.06,,,,,
6908,29320,0.09,,,,,
6908,30209,0.08,,,,,
6909,7863,0.19,,,,,
6910,29318,0.07,,,,,
6910,30210,0.06,,,,,
6910,30211,0.13,,,,,
6911,29317,0.09,,,,,
6911,30212,0.1,,,,,
6912,11254,0.33,,,,,
6912,11255,0.04,,,,,
6912,11256,0.21,,,,,
6913,659,0.15,,,,,
6913,7004,0.41,,,,,
6913,11124,0.1,,,,,
6913,11255,0.21,,,,,
6913,30977,0.13,,,,,
6914,6720,0.16,,,,,
6915,6879,0.36,,,,,
6915,6914,0.25,,,,,
6916,6973,0.25,,,,,
6916,33026,0.19,,,,,
6917,2631,0.35,,,,,
6917,6919,0.3,,,,,
6918,6925,0.22,,,,,
6919,6920,0.09,,,,,
6919,6939,0.06,,,,,
6920,6881,0.12,,,,,
6921,6918,0.13,,,,,
6921,6920,0.11,,,,,
6922,6905,0.6,,,,,
6922,6924,0.13,,,,,
6923,6925,0.11,,,,,
6924,6923,0.64,,,,,
6925,6936,0.36,,,,,
6926,6917,0.18,,,,,
6927,6926,0.21,,,,,
6928,6929,0.35,,,,,
6929,6897,0.35,,,,,
6929,6907,0.09,,,,,
6930,6960,0.67,,,,,
6931,6926,0.05,,,,,
6931,6940,0.11,,,,,
6932,451,0.21,,,,,
6932,27488,0.22,,,,,
6932,27489,0.14,,,,,
6932,32704,0.38,,,,,
6933,7006,0.43,,,,,
6933,15974,0.32,,,,,
6933,15976,0.1,,,,,
6934,25354,0.18,,,,,
6934,25355,0.03,,,,,
6934,28260,0.35,,,,,
6935,3267,0.03,,,,,
6936,6935,0.24,,,,,
6937,6938,0.3,,,,,
6937,6946,0.56,,,,,
6938,29618,0.12,,,,,
6939,16021,0.14,,,,,
6940,6980,0.19,,,,,
6941,28178,0.06,,,,,
6941,29330,0.07,,,,,
6941,30213,0.11,,,,,
6942,173,0.06,,,,,
6942,27512,0.05,,,,,
6942,29327,0.11,,,,,
6942,29332,0.12,,,,,
6943,660,0.18,,,,,
6943,11257,0.07,,,,,
6943,30809,0.22,,,,,
6944,11270,0.17,,,,,
6944,11271,0.06,,,,,
6944,11272,0.26,,,,,
6944,30979,0.12,,,,,
6945,6922,0.11,,,,,
6946,6945,0.19,,,,,
6947,6965,0.09,,,,,
6947,15725,0.31,,,,,
6948,6904,0.04,,,,,
6948,27486,0.14,,,,,
6948,30980,0.21,,,,,
6949,6979,0.4,,,,,
6949,27602,0.17,,,,,
6949,29332,0.08,,,,,
6949,29670,0.14,,,,,
6950,330,0.31,,,,,
6950,332,0.1,,,,,
6950,6989,0.33,,,,,
6950,29326,0.21,,,,,
6950,30215,0.08,,,,,
6951,300,0.32,,,,,
6951,27494,0.09,,,,,
6951,27495,0.15,,,,,
6951,29333,0.15,,,,,
6951,32706,0.13,,,,,
6952,6963,0.24,,,,,
6952,6988,0.11,,,,,
6952,29322,0.1,,,,,
6952,29334,0.18,,,,,
6952,30216,0.11,,,,,
6953,6915,0.43,,,,,
6953,6954,0.19,,,,,
6954,6947,0.11,,,,,
6955,7034,0.42,,,,,
6955,8411,0.3,,,,,
6955,25074,0.15,,,,,
6955,25078,0.34,,,,,
6956,6921,0.17,,,,,
6956,16022,0.1,,,,,
6956,16023,0.05,,,,,
6956,30607,0.3,,,,,
6957,29336,0.13,,,,,
6957,29337,0.27,,,,,
6957,30217,0.08,,,,,
6958,490,0.14,,,,,
6958,8870,0.15,,,,,
6958,11288,0.32,,,,,
6958,11289,0.1,,,,,
6958,30983,0.07,,,,,
6959,2647,0.18,,,,,
6959,16001,0.05,,,,,
6959,16011,0.22,,,,,
6959,28281,0.15,,,,,
6960,7001,0.6,,,,,
6961,29338,0.15,,,,,
6961,32706,0.16,,,,,
6962,27492,0.05,,,,,
6962,27493,0.05,,,,,
6962,27536,0.11,,,,,
6963,33112,0.47,,,,,
6964,3268,0.03,,,,,
6965,6947,0.09,,,,,
6965,29619,0.05,,,,,
6966,6992,0.52,,,,,
6966,7856,0.03,,,,,
6966,11118,0.07,,,,,
6967,30978,0.12,,,,,
6967,30986,0.07,,,,,
6967,30998,0.39,,,,,
6968,6977,1.1,,,,,
6969,6893,2.1,,,,,
6969,6963,0.18,,,,,
6970,6969,0.27,,,,,
6971,15982,0.64,,,,,
6972,475,0.27,,,,,
6972,6986,0.3,,,,,
6972,11286,0.07,,,,,
6972,30988,0.18,,,,,
6973,6860,0.53,,,,,
6973,6985,0.08,,,,,
6974,33027,0.06,,,,,
6975,7024,0.83,,,,,
6975,25102,0.38,,,,,
6975,25130,0.06,,,,,
6976,11273,0.05,,,,,
6976,11275,0.04,,,,,
6976,30987,0.14,,,,,
6977,6979,0.43,,,,,
6978,6977,0.17,,,,,
6978,6988,0.36,,,,,
6979,7051,0.03,,,,,
6980,15986,0.54,,,,,
6980,16022,0.52,,,,,
6980,30615,0.37,,,,,
6981,434,0.07,,,,,
6981,7012,0.15,,,,,
6981,7887,0.53,,,,,
6981,27495,0.15,,,,,
6981,29340,0.17,,,,,
6982,6974,0.07,,,,,
6983,6945,0.26,,,,,
6983,6982,0.11,,,,,
6984,25101,0.37,,,,,
6984,25102,0.04,,,,,
6985,6946,0.29,,,,,
6985,6973,0.08,,,,,
6985,7010,0.17,,,,,
6986,6972,0.3,,,,,
6986,7018,0.39,,,,,
6986,11291,0.04,,,,,
6987,302,0.13,,,,,
6987,7013,0.03,,,,,
6987,7887,0.05,,,,,
6987,29343,0.17,,,,,
6988,224,0.47,,,,,
6988,6952,0.11,,,,,
6989,27522,0.1,,,,,
6989,27523,0.04,,,,,
6990,6991,0.04,,,,,
6990,29619,0.05,,,,,
6990,29620,0.04,,,,,
6991,6983,0.03,,,,,
6992,7004,0.49,,,,,
6992,7855,0.04,,,,,
6992,11128,0.18,,,,,
6993,972,0.61,,,,,
6993,7073,0.09,,,,,
6993,8357,0.13,,,,,
6993,10895,0.12,,,,,
6994,450,0.3,,,,,
6994,7003,0.15,,,,,
6994,27490,0.05,,,,,
6994,30737,0.19,,,,,
6994,30990,0.14,,,,,
6995,7018,0.25,,,,,
6995,11293,0.22,,,,,
6995,30991,0.14,,,,,
6996,6982,0.19,,,,,
6996,6990,0.04,,,,,
6996,6991,0.05,,,,,
6997,488,0.13,,,,,
6997,11274,0.32,,,,,
6997,30985,0.08,,,,,
6997,30994,0.11,,,,,
6998,10358,0.08,,,,,
6998,10359,0.13,,,,,
6998,10362,0.28,,,,,
6998,10363,0.36,,,,,
6999,10357,0.2,,,,,
6999,10358,0.08,,,,,
7000,7016,0.29,,,,,
7000,7025,0.17,,,,,
7000,30982,0.26,,,,,
7000,30995,0.08,,,,,
7001,6960,0.6,,,,,
7001,6996,0.06,,,,,
7001,7011,0.08,,,,,
7002,7887,0.15,,,,,
7002,29341,0.12,,,,,
7003,6994,0.15,,,,,
7003,7005,0.16,,,,,
7004,6913,0.41,,,,,
7004,30998,0.34,,,,,
7005,7003,0.16,,,,,
7005,7014,0.19,,,,,
7005,7022,0.15,,,,,
7005,27487,0.13,,,,,
7006,6933,0.43,,,,,
7006,7066,0.41,,,,,
7007,6971,0.55,,,,,
7007,7001,0.2,,,,,
7008,7055,1.22,,,,,
7008,10620,0.07,,,,,
7008,10857,0.47,,,,,
7009,7010,0.27,,,,,
7009,7011,0.05,,,,,
7010,6985,0.17,,,,,
7010,7009,0.27,,,,,
7010,7044,0.22,,,,,
7011,7043,0.22,,,,,
7012,433,0.04,,,,,
7012,6981,0.15,,,,,
7012,7020,0.15,,,,,
7012,32705,0.08,,,,,
7013,6987,0.03,,,,,
7013,31000,0.11,,,,,
7014,459,0.11,,,,,
7014,7005,0.19,,,,,
7014,7021,0.17,,,,,
7014,30995,0.15,,,,,
7015,10361,0.04,,,,,
7015,10362,0.33,,,,,
7016,425,0.17,,,,,
7016,7000,0.29,,,,,
7016,7020,0.3,,,,,
7016,27524,0.05,,,,,
7016,27525,0.04,,,,,
7017,7853,0.04,,,,,
7017,7859,0.24,,,,,
7017,11276,0.09,,,,,
7018,6995,0.25,,,,,
7018,7049,0.34,,,,,
7018,7845,0.27,,,,,
7019,3044,1.36,,,,,
7019,7024,0.3,,,,,
7019,25134,0.26,,,,,
7019,25135,0.15,,,,,
7019,33028,1.71,,,,,
7020,432,0.05,,,,,
7020,7012,0.15,,,,,
7020,7016,0.3,,,,,
7020,7041,0.14,,,,,
7020,27496,0.12,,,,,
7021,7014,0.17,,,,,
7021,7022,0.26,,,,,
7021,7025,0.2,,,,,
7021,7036,0.17,,,,,
7022,7005,0.15,,,,,
7022,7021,0.26,,,,,
7022,7030,0.16,,,,,
7023,7845,0.25,,,,,
7023,30990,0.16,,,,,
7024,6975,0.83,,,,,
7024,7019,0.3,,,,,
7024,25132,0.07,,,,,
7024,25133,0.22,,,,,
7025,427,0.1,,,,,
7025,7000,0.17,,,,,
7025,7021,0.2,,,,,
7025,7042,0.17,,,,,
7025,31001,0.08,,,,,
7026,7013,0.21,,,,,
7026,7040,0.2,,,,,
7026,27496,0.26,,,,,
7026,31002,0.07,,,,,
7027,25055,0.65,,,,,
7027,25068,1.47,,,,,
7027,25075,0.07,,,,,
7028,424,0.09,,,,,
7028,27525,0.13,,,,,
7028,28583,0.13,,,,,
7028,31001,0.27,,,,,
7029,25084,0.42,,,,,
7029,25086,0.41,,,,,
7030,7022,0.16,,,,,
7030,31552,0.03,,,,,
7031,8907,0.54,,,,,
7031,29342,0.14,,,,,
7031,29343,0.08,,,,,
7031,31555,0.22,,,,,
7032,3074,0.79,,,,,
7032,25325,0.19,,,,,
7032,25332,0.19,,,,,
7032,28258,0.35,,,,,
7033,25358,0.11,,,,,
7033,25359,0.03,,,,,
7033,25361,0.03,,,,,
7034,6955,0.42,,,,,
7034,7087,1.56,,,,,
7035,7048,0.03,,,,,
7035,28567,0.13,,,,,
7036,462,0.07,,,,,
7036,7021,0.17,,,,,
7036,27526,0.11,,,,,
7036,31003,0.21,,,,,
7037,7224,4.29,,,,,
7037,25091,0.24,,,,,
7037,25092,0.11,,,,,
7037,25094,0.06,,,,,
7038,7099,2.27,,,,,
7038,7226,5.67,,,,,
7038,7258,3.41,,,,,
7039,7031,0.24,,,,,
7039,31555,0.02,,,,,
7040,7026,0.2,,,,,
7040,7039,0.45,,,,,
7040,7886,0.05,,,,,
7041,7020,0.14,,,,,
7041,7040,0.38,,,,,
7041,7852,0.02,,,,,
7042,7025,0.17,,,,,
7042,7052,0.29,,,,,
7042,7058,0.21,,,,,
7042,27526,0.09,,,,,
7043,7044,0.26,,,,,
7043,7045,0.18,,,,,
7044,7010,0.22,,,,,
7044,7066,0.76,,,,,
7044,7883,0.38,,,,,
7045,7007,0.21,,,,,
7045,7067,0.13,,,,,
7045,28585,0.38,,,,,
7046,7047,0.17,,,,,
7046,30591,0.04,,,,,
7046,30615,0.06,,,,,
7047,7046,0.17,,,,,
7047,15983,0.26,,,,,
